DAUID,ONS_ID,pct_overlap,pct_overlap_rnd
35061263,953,1,1
35061264,52,0.9999208935349265,1
35061266,915,1,1
35061267,926,0.005323099616933671,0.01
35061267,7,0.9946769003830663,0.99
35061268,100,0.00781630378210603,0.01
35061268,12,0.9921836962178939,0.99
35061269,23,1,1
35061461,81,1,1
35060022,943,1,1
35060685,951,1,1
35060686,951,1,1
35060687,951,1,1
35060688,951,1,1
35060689,951,1,1
35060690,951,1,1
35060695,951,1,1
35060696,951,1,1
35060697,951,1,1
35060698,951,1,1
35060460,31,1,1
35060461,31,1,1
35060462,31,0.9963209550162194,1
35060463,31,0.9964789449292144,1
35060464,31,1,1
35060465,31,1,1
35060466,31,1,1
35060006,909,0.24160492624101682,0.24
35060006,916,0.7583950737589832,0.76
35060007,916,0.4662909186657163,0.47
35060007,936,0.5337090813342836,0.53
35060331,24,1,1
35060332,24,1,1
35060333,24,1,1
35060334,24,1,1
35060336,24,1,1
35060337,24,1,1
35060339,24,1,1
35060343,24,1,1
35060345,24,1,1
35060346,24,1,1
35060347,24,1,1
35060348,957,1,1
35060353,957,1,1
35060354,957,1,1
35060023,920,1,1
35060024,920,1,1
35060382,47,1,1
35060383,47,1,1
35060384,47,1,1
35060385,47,1,1
35060386,47,1,1
35060387,47,1,1
35060388,47,1,1
35060389,47,1,1
35060390,47,1,1
35060391,47,1,1
35060392,47,1,1
35060393,47,1,1
35060394,47,1,1
35060395,47,1,1
35060396,47,1,1
35060397,47,1,1
35060083,913,1,1
35060467,31,1,1
35060468,31,1,1
35060469,31,1,1
35060471,11,1,1
35060750,929,1,1
35060751,924,1,1
35060752,924,1,1
35060753,924,1,1
35060754,924,1,1
35060755,13,1,1
35060527,950,0.9988940508992159,1
35060529,950,1,1
35060530,950,1,1
35060531,28,0.7679933480393892,0.77
35060531,950,0.2319595751660309,0.23
35060533,28,0.8949624007332119,0.9
35060533,950,0.10457223143291446,0.1
35060534,16,1,1
35060062,943,1,1
35060064,943,1,1
35060065,943,1,1
35060066,943,1,1
35060067,943,1,1
35060069,939,1,1
35060070,939,1,1
35060071,939,1,1
35060072,939,1,1
35060073,913,0.005683281283012961,0.01
35060073,939,0.994316718716987,0.99
35060474,11,1,1
35060475,54,1,1
35060476,54,1,1
35060479,54,1,1
35060480,54,1,1
35060481,54,1,1
35060482,23,0.008362624220878708,0.01
35060482,54,0.991626595043298,0.99
35060089,918,0.285417020039735,0.29
35060089,926,0.17461222504403198,0.17
35060089,904,0.539970754916233,0.54
35060090,913,1,1
35060091,913,1,1
35060495,108,1,1
35060496,108,1,1
35060497,108,1,1
35060498,108,1,1
35060499,108,1,1
35060500,108,1,1
35060535,16,0.7452327647769382,0.75
35060535,941,0.2547672352230618,0.25
35060538,16,1,1
35060539,16,1,1
35060544,51,0.006939749854462162,0.01
35060544,905,0.9929309400251575,0.99
35060547,927,1,1
35060551,927,0.9999989471177225,1
35060553,49,1,1
35060554,49,1,1
35060555,49,1,1
35061573,928,1,1
35061608,82,1,1
35061610,82,1,1
35061611,923,1,1
35061613,923,1,1
35061614,28,0.9982927390365463,1
35061398,937,1,1
35061399,937,1,1
35061616,11,0.9971455139728658,1
35061621,923,1,1
35061622,923,1,1
35061623,82,1,1
35061627,82,0.4886137324183105,0.49
35061627,83,0.5113862675816895,0.51
35061628,82,1,1
35061633,903,1,1
35061634,903,1,1
35061638,958,1,1
35060700,951,1,1
35060701,924,0.47182108226392744,0.47
35060701,951,0.5281181818225031,0.53
35060702,924,1,1
35060703,924,1,1
35061001,912,1,1
35061018,953,1,1
35061453,66,1,1
35061454,66,1,1
35061455,66,1,1
35061456,66,1,1
35061457,66,1,1
35061458,66,1,1
35061459,66,1,1
35061460,66,1,1
35061639,958,1,1
35060360,957,1,1
35061462,81,1,1
35061463,81,1,1
35061464,81,1,1
35061465,81,1,1
35061466,81,1,1
35061467,81,1,1
35061468,81,1,1
35060399,60,0.99666726752821,1
35060400,957,1,1
35060401,24,1,1
35060402,24,1,1
35060403,24,1,1
35060404,24,1,1
35060405,24,1,1
35061019,953,1,1
35061020,934,0.9997524490986331,1
35061026,949,1,1
35061027,949,1,1
35061030,940,1,1
35061031,940,1,1
35061033,903,1,1
35061034,903,1,1
35061035,903,1,1
35061036,903,1,1
35061039,903,1,1
35061041,903,1,1
35060758,13,1,1
35060759,13,1,1
35060760,13,1,1
35060761,13,1,1
35060762,13,1,1
35060763,13,1,1
35060764,13,1,1
35060765,13,1,1
35060361,957,1,1
35060364,923,1,1
35060366,923,1,1
35060367,24,1,1
35060368,24,1,1
35060371,47,1,1
35060373,28,1,1
35060375,28,1,1
35060379,55,1,1
35060380,47,0.9993770166004393,1
35060381,47,0.9989377383364823,1
35060704,924,1,1
35060706,924,1,1
35060707,924,1,1
35060708,924,1,1
35060709,924,1,1
35060710,924,1,1
35060711,924,0.06674463143608453,0.07
35060711,951,0.9332553685639154,0.93
35060712,929,1,1
35060713,929,1,1
35060483,12,1,1
35060406,24,1,1
35060407,24,1,1
35060723,929,1,1
35060724,929,1,1
35060725,929,1,1
35060726,929,1,1
35060728,929,1,1
35060729,929,1,1
35060731,929,1,1
35060734,928,1,1
35060501,108,1,1
35060502,108,1,1
35060503,108,1,1
35060504,108,1,1
35060505,108,1,1
35060506,99,1,1
35060766,13,1,1
35061117,936,1,1
35061118,955,0.99057324617832,0.99
35061118,936,0.009426753821680036,0.01
35061119,955,1,1
35061120,955,1,1
35061574,902,0.9941406180809922,0.99
35061574,928,0.005859381919007805,0.01
35061575,902,1,1
35061576,929,1,1
35061577,929,1,1
35061578,928,1,1
35061579,45,1,1
35060484,12,0.8852443093193889,0.89
35060484,23,0.11475569068061113,0.11
35060485,23,1,1
35060486,23,1,1
35060488,23,0.9997057388536302,1
35060491,23,1,1
35060492,23,1,1
35060493,12,0.018254608093650513,0.02
35060493,23,0.9817453919063495,0.98
35060494,23,1,1
35060767,13,1,1
35060768,13,1,1
35060771,13,0.9999532100622406,1
35060773,13,1,1
35060774,13,1,1
35060775,13,1,1
35060777,938,1,1
35060988,940,1,1
35060989,940,1,1
35060990,940,1,1
35060991,940,1,1
35061554,926,0.06443776105007502,0.06
35061554,915,0.935562238949925,0.94
35061555,75,1,1
35061556,75,0.9969461006738555,1
35061557,945,1,1
35061558,945,1,1
35061559,945,1,1
35061562,945,1,1
35061563,945,1,1
35061564,945,1,1
35061565,912,1,1
35061566,912,1,1
35061567,912,1,1
35061568,928,1,1
35061569,928,1,1
35061570,928,1,1
35061571,928,1,1
35061572,928,1,1
35061708,24,1,1
35061709,24,1,1
35061710,24,1,1
35061092,910,1,1
35060001,916,1,1
35061113,918,0.2439257423864975,0.24
35061113,936,0.755684353961064,0.76
35061114,936,0.9985334466714875,1
35061115,936,1,1
35061680,64,1,1
35061683,28,1,1
35061690,28,1,1
35061691,28,1,1
35061692,28,1,1
35061693,28,1,1
35061695,903,1,1
35061696,903,1,1
35061699,903,1,1
35061700,903,1,1
35061701,903,1,1
35061702,932,1,1
35061703,24,1,1
35061705,24,1,1
35061711,24,1,1
35061712,24,1,1
35061713,24,1,1
35061714,24,1,1
35061715,24,1,1
35061716,24,1,1
35061717,24,1,1
35061718,24,1,1
35061722,940,0.5665665305441856,0.57
35061722,954,0.4334334694558144,0.43
35061723,954,1,1
35061724,940,1,1
35061725,954,1,1
35061726,940,1,1
35061727,954,1,1
35061728,940,1,1
35061729,954,1,1
35061730,954,1,1
35061732,927,0.4871419304088678,0.49
35061732,946,0.5069422332736873,0.51
35061733,946,1,1
35061736,946,1,1
35061094,11,1,1
35061097,950,1,1
35061098,950,1,1
35061100,950,1,1
35061101,950,0.9981670112556592,1
35061102,905,0.9149142081134148,0.91
35061102,941,0.08504576009248091,0.09
35060025,920,1,1
35060026,920,1,1
35060027,920,1,1
35060028,920,1,1
35060029,920,1,1
35060030,920,1,1
35060031,920,1,1
35061116,936,1,1
35060038,920,1,1
35060039,920,1,1
35060043,920,1,1
35060044,920,1,1
35061135,67,1,1
35061136,67,1,1
35061137,67,1,1
35061138,67,1,1
35061785,949,1,1
35061786,949,1,1
35061787,949,1,1
35061133,85,1,1
35060092,913,1,1
35060093,913,1,1
35060094,913,1,1
35060095,913,1,1
35061140,67,1,1
35061141,67,0.20840737404722445,0.21
35061141,944,0.7915926259527756,0.79
35061209,12,1,1
35061210,12,0.9997202502221052,1
35061213,108,1,1
35061214,108,1,1
35061760,957,0.9971753010044414,1
35061761,957,1,1
35061762,957,1,1
35061763,923,0.2889456685304072,0.29
35061763,957,0.7110543314695928,0.71
35061764,923,1,1
35061765,923,1,1
35061766,957,1,1
35061767,957,1,1
35061768,957,1,1
35061769,957,1,1
35061770,957,1,1
35061771,957,1,1
35061772,957,1,1
35061773,957,1,1
35061774,957,1,1
35061778,949,1,1
35061779,949,1,1
35061780,949,1,1
35061781,949,1,1
35061782,949,1,1
35061783,949,1,1
35061784,949,1,1
35061789,908,1,1
35061790,908,1,1
35061791,949,1,1
35061793,949,1,1
35061794,934,1,1
35061795,934,1,1
35061796,934,1,1
35061797,934,1,1
35061798,934,1,1
35061799,949,0.9973695218948646,1
35061800,908,1,1
35061801,934,1,1
35061802,934,1,1
35061803,934,1,1
35061804,907,1,1
35061418,945,1,1
35061419,945,1,1
35061270,938,0.9991339800255611,1
35061827,947,0.9998670457541325,1
35061828,919,0.9987150501729676,1
35061829,947,1,1
35061831,16,0.9221402814668972,0.92
35061831,905,0.03544743115298063,0.04
35061831,941,0.04241228738012217,0.04
35061832,16,1,1
35061833,16,1,1
35061834,16,0.9999095978900532,1
35061835,16,0.9610479270079298,0.96
35061835,905,0.038952072992070166,0.04
35061837,927,0.9967009331242125,1
35061838,927,1,1
35061839,90,0.00585430018245101,0.01
35061839,927,0.994145699817549,0.99
35061840,927,1,1
35061841,914,0.7070723668552228,0.71
35061841,937,0.09348705193638175,0.09
35061841,952,0.19944058120839545,0.2
35061842,914,1,1
35061843,909,1,1
35061844,909,1,1
35061845,909,1,1
35061846,909,0.9994768556237652,1
35061847,909,1,1
35061848,920,1,1
35061849,920,0.9957925242655395,1
35061851,951,1,1
35061852,951,1,1
35061853,67,0.23180584525448655,0.23
35061853,944,0.767793127315493,0.77
35061854,951,1,1
35061271,929,1,1
35061272,13,1,1
35061273,943,1,1
35061279,931,1,1
35061280,11,1,1
35061281,106,1,1
35061282,932,1,1
35061284,903,1,1
35061285,106,1,1
35061286,939,0.9939485329558698,0.99
35061286,943,0.006051467044130183,0.01
35061287,23,0.015221794931100308,0.02
35061287,54,0.9847782050688997,0.98
35060032,920,1,1
35060033,920,1,1
35061288,100,1,1
35061289,106,0.9484510274889852,0.95
35061289,901,0.05154897251101474,0.05
35061290,929,1,1
35061291,919,1,1
35061300,11,1,1
35061314,920,0.9999113592491193,1
35060034,920,1,1
35060035,920,1,1
35060036,920,1,1
35060037,920,1,1
35060408,24,1,1
35060412,55,1,1
35060413,55,1,1
35060417,958,1,1
35060419,958,1,1
35060434,931,1,1
35060435,931,1,1
35060436,931,1,1
35060437,931,1,1
35060438,931,1,1
35060439,931,1,1
35060440,931,1,1
35060096,913,1,1
35060097,913,1,1
35060098,913,1,1
35060099,913,1,1
35060100,913,0.011023893141861007,0.01
35060100,939,0.988976106858139,0.99
35060101,913,0.3101923424131612,0.31
35060101,939,0.6898076575868388,0.69
35060102,939,1,1
35060510,99,1,1
35060511,99,1,1
35060512,99,0.999666678901838,1
35060513,31,0.9973908856033848,1
35061420,945,1,1
35061421,937,1,1
35061422,937,1,1
35061423,937,1,1
35061424,937,1,1
35061426,945,0.9950743129736782,1
35061427,945,1,1
35061428,945,1,1
35061432,64,0.35865932794140215,0.36
35061432,946,0.6413406720585978,0.64
35061442,925,1,1
35061443,925,0.9999272310550914,1
35061584,952,0.9993166840707268,1
35061292,919,1,1
35061293,919,1,1
35061294,108,1,1
35061295,46,0.9988031979720583,1
35061296,920,0.9991881644425201,1
35061297,920,1,1
35061301,31,1,1
35061302,23,1,1
35061303,23,1,1
35061469,81,1,1
35061470,81,1,1
35061471,64,1,1
35061472,81,1,1
35061473,81,1,1
35061474,64,0.5629236533131452,0.56
35061474,925,0.4370763466868548,0.44
35061475,64,1,1
35060443,910,1,1
35061298,76,1,1
35061299,76,1,1
35061476,64,1,1
35061304,951,1,1
35061305,951,1,1
35061306,951,1,1
35061307,912,1,1
35061308,912,0.6739017545542535,0.67
35061308,940,0.3260982454457465,0.33
35061309,920,1,1
35061310,920,1,1
35061311,909,0.9966318845449051,1
35061312,909,0.7822729706858254,0.78
35061312,920,0.21772702931417467,0.22
35061313,920,1,1
35061315,52,1,1
35061316,52,1,1
35061317,45,0.09147772917036734,0.09
35061317,52,0.9085222708296327,0.91
35061318,52,1,1
35061319,932,1,1
35061320,932,1,1
35061321,46,1,1
35061322,46,0.9999053358235542,1
35061323,100,1,1
35061325,75,1,1
35061326,75,1,1
35061327,75,1,1
35061488,927,1,1
35060444,910,1,1
35060445,910,1,1
35060446,910,1,1
35060447,11,1,1
35060448,11,1,1
35060449,11,1,1
35060739,902,0.9942104096614095,0.99
35060739,928,0.005789590338590522,0.01
35060740,902,1,1
35060741,902,1,1
35060742,902,1,1
35060743,902,1,1
35060744,902,1,1
35060514,51,0.033347997246716235,0.03
35060514,905,0.9666520027532838,0.97
35061328,75,1,1
35061329,75,1,1
35061331,75,1,1
35061332,75,1,1
35061357,86,1,1
35061358,86,1,1
35060515,905,0.7889197071809124,0.79
35060515,941,0.21101242251909713,0.21
35060516,905,1,1
35060517,905,0.9999163115790315,1
35060518,905,1,1
35060519,905,1,1
35060520,905,1,1
35060521,905,1,1
35060522,905,0.9999819723944189,1
35060523,905,0.8133062879551859,0.81
35060523,941,0.18669371204481414,0.19
35060524,941,0.9954399023865396,1
35060525,905,0.00931243352102848,0.01
35060525,941,0.9906875664789715,0.99
35060818,938,1,1
35060819,938,1,1
35060820,938,1,1
35061585,13,1,1
35061586,13,1,1
35061333,75,0.9958039382287135,1
35061334,3,1,1
35061335,3,1,1
35061336,3,1,1
35061337,3,1,1
35061338,3,1,1
35061339,912,0.1305113859417072,0.13
35061339,956,0.8694886140582928,0.87
35061340,912,0.960160156338503,0.96
35061340,956,0.03983984366149695,0.04
35061373,35,1,1
35061374,35,1,1
35061375,35,1,1
35061341,912,0.6183327571615347,0.62
35061341,956,0.37793877628840744,0.38
35061342,956,1,1
35061343,933,1,1
35061344,933,1,1
35061345,933,1,1
35061346,933,1,1
35061347,934,0.7063236011421228,0.71
35061347,933,0.2936763988578772,0.29
35061348,86,1,1
35061349,86,1,1
35061350,86,1,1
35061351,86,1,1
35061352,86,1,1
35061354,86,1,1
35061355,86,1,1
35061356,86,1,1
35061361,940,1,1
35061362,940,1,1
35061363,940,1,1
35061364,940,1,1
35061365,940,1,1
35061366,940,1,1
35061367,29,0.9999651774232975,1
35061368,29,0.9995297420806677,1
35061522,45,0.9980531361187298,1
35061523,45,1,1
35061587,13,1,1
35061588,13,1,1
35061589,13,1,1
35061590,13,1,1
35061591,13,1,1
35061592,13,1,1
35061593,13,1,1
35061595,937,1,1
35061596,937,1,1
35061597,937,1,1
35061598,937,1,1
35061599,937,1,1
35061601,937,1,1
35061602,24,1,1
35061664,86,1,1
35061376,35,1,1
35061377,35,1,1
35061378,35,0.3984871624112215,0.4
35061378,911,0.6015128375887785,0.6
35061379,911,1,1
35061380,911,1,1
35061477,66,1,1
35061478,66,1,1
35061381,911,1,1
35061382,911,1,1
35061383,35,0.1719820244878878,0.17
35061383,911,0.8280179755121122,0.83
35061384,35,1,1
35061385,35,1,1
35061386,926,0.18166341670180378,0.18
35061386,944,0.8044922290597888,0.81
35061386,13,0.013844348354764207,0.01
35061560,945,1,1
35061561,945,1,1
35061493,937,1,1
35061494,937,1,1
35061667,917,1,1
35061668,86,1,1
35061670,914,0.9832417791131999,0.98
35061670,952,0.016758220886800124,0.02
35061671,914,0.9999963827003886,1
35061672,914,1,1
35061673,914,1,1
35061674,914,0.9984334307895819,1
35061677,64,0.1815541884505392,0.18
35061677,938,0.1312269201284447,0.13
35061677,952,0.6872188914210161,0.69
35060745,902,0.9999719401316707,1
35060746,902,0.796681322241075,0.8
35060746,907,0.20331867775892495,0.2
35061479,918,0.5763190515724058,0.58
35061479,66,0.4236809484275942,0.42
35061480,918,1,1
35061679,926,1,1
35061482,918,1,1
35061483,918,1,1
35061484,918,0.14885941638790626,0.15
35061484,921,0.819420909670417,0.82
35061484,925,0.03169098835287212,0.03
35061486,926,0.2705276274371795,0.27
35061486,945,0.7294723725628205,0.73
35061487,48,0.008957415663889894,0.01
35061487,927,0.9910425843361101,0.99
35061495,937,1,1
35061496,30,0.49659622031913053,0.5
35061496,911,0.044711810242120224,0.04
35061496,951,0.4586919694387493,0.46
35061497,30,1,1
35061498,30,0.3562059437413067,0.36
35061498,911,0.6437940562586932,0.64
35061499,30,1,1
35061500,30,1,1
35060747,928,0.998805954306929,1
35060748,902,1,1
35060749,902,1,1
35061103,950,0.995922433911965,1
35061104,941,0.5182594101633979,0.52
35061104,950,0.48174058983660206,0.48
35061105,905,0.6589762301233455,0.66
35061105,941,0.34102376987665456,0.34
35061106,905,1,1
35061107,905,0.7534081763461,0.75
35061107,941,0.24659182365389998,0.25
35061108,941,0.9973521516517275,1
35060823,926,0.8388715273256482,0.84
35060823,48,0.16112847267435182,0.16
35060833,64,1,1
35061502,30,0.8286023932464841,0.83
35061502,911,0.17139760675351592,0.17
35060834,64,1,1
35060835,64,1,1
35060836,64,1,1
35060837,64,1,1
35061503,30,0.8189505801450504,0.82
35061503,911,0.18104941985494963,0.18
35061504,911,1,1
35061505,35,1,1
35061756,946,1,1
35061552,28,0.9992922090211585,1
35061553,915,1,1
35061506,35,1,1
35061508,922,1,1
35061509,949,1,1
35061510,949,1,1
35061511,949,1,1
35061512,949,1,1
35061514,82,1,1
35061518,82,1,1
35061519,82,1,1
35061520,45,0.6579689755454949,0.66
35061520,97,0.342031024454505,0.34
35061521,45,1,1
35061524,45,0.9339984007241898,0.93
35061524,97,0.06600159927581006,0.07
35061525,97,0.997578799902358,1
35061526,45,0.44915865749295775,0.45
35061526,97,0.5508413425070423,0.55
35061530,90,1,1
35061531,90,0.9999998411895494,1
35061533,38,1,1
35061534,38,0.9908023422559442,0.99
35061534,97,0.00919765774405575,0.01
35061535,38,1,1
35061536,38,0.9998337726344663,1
35061537,38,0.936486363082931,0.94
35061537,97,0.06351363691706899,0.06
35061538,38,1,1
35061806,907,0.9991476396246954,1
35061807,907,1,1
